Strain,Category2,Organism-Roary,BapsOne,BapsTwo,Bazinet-Species,PhospholipaseC,nhe,HemolysinIII,HemolysinII,HemolysinA,HBL,EntFM,Cereulide,bceT,Cytk1,Combined
c-NBCE0623,MilkPostPasteurization,Bacillus cereus,3,13,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0624,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0625,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0626,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0627,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0628,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0629,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0630,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0631,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0632,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0633,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0636,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0637,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0638,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0639,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0640,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0641,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0642,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0643,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0644,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0645,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0646,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0647,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0648,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0649,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0651,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0652,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0653,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0654,MilkPostPasteurization,Bacillus cereus,7,30,Phenotypic Bacillus cereus,,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,,Combined
c-NBCE0655,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0656,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0657,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0658,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0659,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0661,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0662,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0663,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0664,MilkPostPasteurization,Bacillus cereus,2,10,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0665,MilkPostPasteurization,Bacillus cereus,7,29,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,,Combined
c-NBCE0666,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0667,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0670,MilkPostPasteurization,Bacillus cereus,3,13,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,Cytk1,Combined
c-NBCE0671,MilkPostPasteurization,Bacillus cereus,3,13,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,Cytk1,Combined
c-NBCE0672,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0673,MilkPostPasteurization,Bacillus cereus,7,31,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,bceT,Cytk1,Combined
c-NBCE0674,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0683,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0684,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0685,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0686,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0688,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0689,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0690,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0691,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0692,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0698,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0699,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0700,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0701,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0702,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0708,MilkPostPasteurization,Bacillus cereus,7,31,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,bceT,Cytk1,Combined
c-NBCE0709,MilkPostPasteurization,Bacillus cereus,7,31,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,HBL,EntFM,,bceT,Cytk1,Combined
c-NBCE0710,MilkPostPasteurization,Bacillus cereus,7,31,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,HBL,EntFM,,bceT,Cytk1,Combined
c-NBCE0717,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,Cereulide,,,Combined
c-NBCE0719,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0720,MilkPostPasteurization,Bacillus cereus,1,1,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0721,MilkPostPasteurization,Bacillus cereus,2,10,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0723,MilkPostPasteurization,Bacillus cereus,7,29,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,Cytk1,Combined
c-NBCE0724,MilkPostPasteurization,Bacillus cereus,6,26,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0725,MilkPostPasteurization,Bacillus cereus,1,1,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0726,MilkPostPasteurization,Bacillus cereus,2,10,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0729,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0730,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0732,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0733,MilkPostPasteurization,Bacillus cereus,7,29,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,Cytk1,Combined
c-NBCE0735,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0736,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0737,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0742,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0744,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0745,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0746,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0747,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0748,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0749,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0750,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0751,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0752,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0753,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0754,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0755,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0756,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0757,MilkPostPasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0758,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0759,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0760,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0761,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0762,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0763,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0764,MilkPostPasteurization,Bacillus cereus,7,31,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,bceT,Cytk1,Combined
c-NBCE0766,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0767,MilkPostPasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0769,MilkPostPasteurization,,2,8,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0770,MilkPostPasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,,,,,,,,,,
c-NBCE0771,MilkPostPasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,,,,,,,,,,
c-NBCE0772,MilkPostPasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,,,,,,,,,,
c-NBCE0773,MilkPostPasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,,,,,,,,,,
c-NBCE0774,MilkPostPasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,,,,,,,,,,
c-NBCE0194,MilkPrePasteurization,Bacillus cereus,2,9,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0195,MilkPrePasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,nhe,,,,,,,,,Combined
c-NBCE0196,MilkPrePasteurization,Bacillus cereus,2,9,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0197,MilkPrePasteurization,Bacillus cereus,2,9,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0198,MilkPrePasteurization,Bacillus cereus,2,9,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0315,MilkPrePasteurization,Bacillus cereus,5,21,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0535,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0536,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0564,MilkPrePasteurization,Bacillus cereus,2,10,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,,,,,Combined
c-NBCE0565,MilkPrePasteurization,Bacillus cereus,7,29,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,,Combined
c-NBCE0581,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,Cereulide,,,Combined
c-NBCE0587,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0588,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0608,MilkPrePasteurization,Bacillus cereus,2,11,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0609,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0610,MilkPrePasteurization,Bacillus cereus,2,11,Phenotypic Bacillus cereus,PhospholipaseC,,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0635,MilkPrePasteurization,Bacillus cereus,10,40,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,,Combined
c-NBCE0660,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0677,MilkPrePasteurization,Bacillus cereus,11,45,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,HBL,EntFM,,,,Combined
c-NBCE0681,MilkPrePasteurization,Bacillus cereus,5,22,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0682,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0718,MilkPrePasteurization,Bacillus cereus,2,10,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0731,MilkPrePasteurization,Bacillus cereus,2,10,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0743,MilkPrePasteurization,Bacillus cereus,2,8,Phenotypic Bacillus cereus,PhospholipaseC,nhe,HemolysinIII,,HemolysinA,,EntFM,,,,Combined
c-NBCE0768,MilkPrePasteurization,,n/a,n/a,Phenotypic Bacillus cereus,,,,,,,,,,,Combined
GCA_000724585,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_001721145,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_001880305,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_001941885,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_001941905,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_001941925,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002000005,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002214705,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002214725,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002214765,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002215175,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002216125,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002220285,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002224345,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002290105,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_002813875,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_003013315,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_003020845,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000160995,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000161075,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000161195,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000167215,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000171035,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000181595,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000181635,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000181655,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCA_000295695,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCA_000319695,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCA_000468975,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCA_000500585,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCA_000732525,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCA_000808075,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCA_000830095,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCA_000948355,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCA_001402735,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCA_001584085,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000003645,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000003925,,,n/a,n/a,Bacillus mycoides,,,,,,,,,,,
GCF_000003955,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000007825,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000007845,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000008005,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000008165,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000008445,,,n/a,n/a,Bacillus anthracis,,,,,,,,,,,
GCF_000008505,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000011625,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000013065,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000015065,,,n/a,n/a,Bacillus thuringiensis,,,,,,,,,,,
GCF_000017425,,,n/a,n/a,Bacillus cytotoxicus,,,,,,,,,,,
GCF_000018825,,,n/a,n/a,Bacillus weihenstephanensis,,,,,,,,,,,
GCF_000021205,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
GCF_000021225,,,n/a,n/a,Bacillus cereus,,,,,,,,,,,
